#string_protein_id	preferred_name	protein_size	annotation
1347342.BN863_27420	CDF80454.1	330	annotation not available
1347342.BN863_27430	CDF80455.1	45	annotation not available
1347342.BN863_27440	CDF80456.1	187	annotation not available
1347342.BN863_27450	rpsT	83	Binds directly to 16S ribosomal RNA
1347342.BN863_27460	proS	492	Catalyzes the attachment of proline to tRNA(Pro) in a two- step reaction: proline is first activated by ATP to form Pro-AMP and then transferred to the acceptor end of tRNA(Pro)
1347342.BN863_27470	CDF80459.1	354	annotation not available
1347342.BN863_27480	CDF80460.1	507	annotation not available
1347342.BN863_27490	CDF80461.1	225	annotation not available
1347342.BN863_2750	BN863_2750	510	annotation not available
1347342.BN863_27500	cysS	494	Belongs to the class-I aminoacyl-tRNA synthetase family. 
1347342.BN863_27510	CDF80463.1	98	Could be involved in insertion of integral membrane proteins into the membrane
1347342.BN863_27520	lgt	308	Catalyzes the transfer of the diacylglyceryl group from phosphatidylglycerol to the sulfhydryl group of the N-terminal cysteine of a prolipoprotein, the first step in the formation of mature lipoproteins
1347342.BN863_27530	CDF80465.1	163	annotation not available
1347342.BN863_27540	CDF80466.1	129	annotation not available
1347342.BN863_27550	CDF80467.1	104	annotation not available
1347342.BN863_27560	CDF80468.1	151	annotation not available
1347342.BN863_27570	CDF80469.1	180	Belongs to the UPF0312 family. 
1347342.BN863_27580	CDF80470.1	467	annotation not available
1347342.BN863_27590	CDF80471.1	191	annotation not available
1347342.BN863_2760	BN863_2760	255	annotation not available
1347342.BN863_27600	trpD	330	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'- phosphoribosyl)-anthranilate (PRA)
1347342.BN863_27610	trpC	261	Belongs to the TrpC family
1347342.BN863_27620	BN863_27620	609	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine
1347342.BN863_27630	CDF80475.1	94	annotation not available
1347342.BN863_27640	trpA	242	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3-phosphate. 
1347342.BN863_27650	CDF80477.1	47	annotation not available
1347342.BN863_27660	CDF80478.1	150	Could methylate the ribose at the nucleotide 34 wobble position in tRNA
1347342.BN863_27670	CDF80479.1	507	annotation not available
1347342.BN863_27680	CDF80480.1	349	annotation not available
1347342.BN863_27690	CDF80481.1	241	annotation not available
1347342.BN863_2770	BN863_2770	64	Belongs to the bacterial ribosomal protein bS21 family. 
1347342.BN863_27700	argS	592	annotation not available
1347342.BN863_27710	CDF80483.1	697	annotation not available
1347342.BN863_27720	CDF80484.1	294	annotation not available
1347342.BN863_27730	CDF80485.1	215	annotation not available
1347342.BN863_27740	CDF80486.1	226	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1347342.BN863_27750	CDF80487.1	542	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). 
1347342.BN863_27760	pdhA	332	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). 
1347342.BN863_27770	CDF80489.1	160	This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis
1347342.BN863_27780	CDF80490.1	260	annotation not available
1347342.BN863_27790	CDF80491.1	1293	annotation not available
1347342.BN863_2780	BN863_2780	287	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released
1347342.BN863_27800	CDF80492.1	554	annotation not available
1347342.BN863_27810	murF	427	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein
1347342.BN863_27820	CDF80494.1	405	annotation not available
1347342.BN863_27830	CDF80495.1	268	annotation not available
1347342.BN863_27840	CDF80496.1	131	annotation not available
1347342.BN863_27850	CDF80497.1	233	annotation not available
1347342.BN863_27860	CDF80498.1	356	Catalyzes the specific phosphorylation of 1,6-anhydro-N- acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling
1347342.BN863_27870	CDF80499.1	381	annotation not available
1347342.BN863_27880	msrA	221	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine. 
1347342.BN863_27890	CDF80501.1	260	annotation not available
1347342.BN863_2790	BN863_2790	234	Involved in the import of queuosine (Q) precursors, required for Q precursor salvage
1347342.BN863_27900	CDF80502.1	150	annotation not available
1347342.BN863_27910	CDF80503.1	213	annotation not available
1347342.BN863_27920	CDF80504.1	80	annotation not available
1347342.BN863_27930	CDF80505.1	750	annotation not available
1347342.BN863_27940	CDF80506.1	167	annotation not available
1347342.BN863_27950	CDF80507.1	258	annotation not available
1347342.BN863_27960	CDF80508.1	263	annotation not available
1347342.BN863_27970	CDF80509.1	236	Belongs to the peptidase S51 family. 
1347342.BN863_27980	CDF80510.1	122	annotation not available
1347342.BN863_27990	CDF80511.1	154	annotation not available
1347342.BN863_280	BN863_280	202	Destroys radicals which are normally produced within the cells and which are toxic to biological systems. 
1347342.BN863_2800	BN863_2800	373	annotation not available
1347342.BN863_28000	CDF80512.1	655	annotation not available
1347342.BN863_28010	rnhB	199	Endonuclease that specifically degrades the RNA of RNA-DNA hybrids
1347342.BN863_28020	CDF80514.1	810	annotation not available
1347342.BN863_28030	CDF80515.1	349	annotation not available
1347342.BN863_28040	CDF80516.1	105	annotation not available
1347342.BN863_28050	CDF80517.1	398	annotation not available
1347342.BN863_28060	CDF80518.1	222	annotation not available
1347342.BN863_28070	lipB	238	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate- dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate. 
1347342.BN863_28080	CDF80520.1	262	annotation not available
1347342.BN863_28090	CDF80521.1	204	annotation not available
1347342.BN863_2810	BN863_2810	178	annotation not available
1347342.BN863_28100	CDF80522.1	38	annotation not available
1347342.BN863_28110	lysS	565	Belongs to the class-II aminoacyl-tRNA synthetase family. 
1347342.BN863_28120	CDF80524.1	307	annotation not available
1347342.BN863_28130	CDF80525.1	291	annotation not available
1347342.BN863_28140	CDF80526.1	159	annotation not available
1347342.BN863_28150	CDF80527.1	222	annotation not available
1347342.BN863_28160	CDF80528.1	194	annotation not available
1347342.BN863_28170	CDF80529.1	162	annotation not available
1347342.BN863_28180	hemL	430	annotation not available
1347342.BN863_28190	CDF80531.1	263	annotation not available
1347342.BN863_2820	mutS	873	This protein is involved in the repair of mismatches in DNA. It is possible that it carries out the mismatch recognition step. This protein has a weak ATPase activity
1347342.BN863_28200	CDF80532.1	305	annotation not available
1347342.BN863_28210	CDF80533.1	1336	annotation not available
1347342.BN863_28220	CDF80534.1	44	annotation not available
1347342.BN863_28230	CDF80535.1	107	annotation not available
1347342.BN863_28240	CDF80536.1	54	annotation not available
1347342.BN863_28250	CDF80537.1	184	annotation not available
1347342.BN863_28260	CDF80538.1	252	annotation not available
1347342.BN863_28270	CDF80539.1	101	annotation not available
1347342.BN863_28280	CDF80540.1	204	annotation not available
1347342.BN863_28290	CDF80541.1	320	annotation not available
1347342.BN863_2830	BN863_2830	773	annotation not available
1347342.BN863_28300	alaS	872	Catalyzes the attachment of alanine to tRNA(Ala) in a two- step reaction: alanine is first activated by ATP to form Ala-AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain
1347342.BN863_28310	CDF80543.1	323	annotation not available
1347342.BN863_28320	CDF80544.1	109	annotation not available
1347342.BN863_28330	CDF80545.1	199	annotation not available
1347342.BN863_28340	CDF80546.1	146	annotation not available
1347342.BN863_28350	CDF80547.1	274	annotation not available
1347342.BN863_28360	CDF80548.1	307	annotation not available
1347342.BN863_28370	der	435	GTPase that plays an essential role in the late steps of ribosome biogenesis
1347342.BN863_28380	CDF80550.1	164	annotation not available
1347342.BN863_28390	era	294	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism
1347342.BN863_2840	BN863_2840	749	annotation not available
1347342.BN863_28400	CDF80552.1	134	annotation not available
1347342.BN863_28410	CDF80553.1	274	annotation not available
1347342.BN863_28420	CDF80554.1	107	annotation not available
1347342.BN863_28430	CDF80555.1	157	annotation not available
1347342.BN863_28440	CDF80556.1	153	annotation not available
1347342.BN863_28450	CDF80557.1	413	annotation not available
1347342.BN863_28460	CDF80558.1	216	annotation not available
1347342.BN863_28470	CDF80559.1	259	annotation not available
1347342.BN863_28480	CDF80560.1	134	annotation not available
1347342.BN863_28490	CDF80561.1	229	annotation not available
1347342.BN863_2850	BN863_2850	330	annotation not available
1347342.BN863_28500	CDF80562.1	96	annotation not available
1347342.BN863_28510	CDF80563.1	118	annotation not available
1347342.BN863_28520	CDF80564.1	93	annotation not available
1347342.BN863_28530	CDF80565.1	67	annotation not available
1347342.BN863_28540	CDF80566.1	161	annotation not available
1347342.BN863_28550	CDF80567.1	323	annotation not available
1347342.BN863_28560	CDF80568.1	204	annotation not available
1347342.BN863_28570	CDF80569.1	674	annotation not available
1347342.BN863_28580	CDF80570.1	113	annotation not available
1347342.BN863_28590	CDF80571.1	133	annotation not available
1347342.BN863_2860	BN863_2860	150	annotation not available
1347342.BN863_28600	CDF80572.1	410	annotation not available
1347342.BN863_28610	CDF80573.1	121	annotation not available
1347342.BN863_28620	CDF80574.1	159	annotation not available
1347342.BN863_28630	CDF80575.1	149	annotation not available
1347342.BN863_28640	CDF80576.1	334	annotation not available
1347342.BN863_28650	CDF80577.1	384	annotation not available
1347342.BN863_28660	CDF80578.1	179	annotation not available
1347342.BN863_28670	CDF80579.1	87	annotation not available
1347342.BN863_28680	CDF80580.1	504	annotation not available
1347342.BN863_28690	CDF80581.1	139	annotation not available
1347342.BN863_2870	BN863_2870	130	annotation not available
1347342.BN863_28700	CDF80582.1	431	annotation not available
1347342.BN863_28710	CDF80583.1	272	annotation not available
1347342.BN863_28720	CDF80584.1	170	annotation not available
1347342.BN863_28730	CDF80585.1	170	annotation not available
1347342.BN863_28740	CDF80586.1	135	annotation not available
1347342.BN863_28750	CDF80587.1	60	annotation not available
1347342.BN863_28760	CDF80588.1	134	annotation not available
1347342.BN863_28770	CDF80589.1	79	annotation not available
1347342.BN863_28780	CDF80590.1	56	annotation not available
1347342.BN863_28790	CDF80591.1	285	annotation not available
1347342.BN863_2880	BN863_2880	133	annotation not available
1347342.BN863_28800	CDF80592.1	78	annotation not available
1347342.BN863_28810	CDF80593.1	38	annotation not available
1347342.BN863_28820	CDF80594.1	78	annotation not available
1347342.BN863_28830	CDF80595.1	82	annotation not available
1347342.BN863_28840	CDF80596.1	42	annotation not available
1347342.BN863_28850	CDF80597.1	154	annotation not available
1347342.BN863_28860	CDF80598.1	111	annotation not available
1347342.BN863_28870	CDF80599.1	69	annotation not available
1347342.BN863_28880	CDF80600.1	96	annotation not available
1347342.BN863_28890	CDF80601.1	83	annotation not available
1347342.BN863_2890	BN863_2890	428	Involved in lipopolysaccharide (LPS) biosynthesis. Catalyzes the transfer of 3-deoxy-D-manno-octulosonate (Kdo) residue(s) from CMP- Kdo to lipid IV(A), the tetraacyldisaccharide-1,4'-bisphosphate precursor of lipid A
1347342.BN863_28900	CDF80602.1	139	annotation not available
1347342.BN863_28910	CDF80603.1	51	annotation not available
1347342.BN863_28920	CDF80604.1	222	annotation not available
1347342.BN863_28930	CDF80605.1	97	annotation not available
1347342.BN863_28940	CDF80606.1	58	annotation not available
1347342.BN863_28950	CDF80607.1	121	annotation not available
1347342.BN863_28960	CDF80608.1	213	annotation not available
1347342.BN863_28970	CDF80609.1	285	annotation not available
1347342.BN863_28980	CDF80610.1	665	annotation not available
1347342.BN863_28990	CDF80611.1	66	annotation not available
1347342.BN863_290	BN863_290	1055	Belongs to the helicase family. UvrD subfamily. 
1347342.BN863_2900	BN863_2900	372	Belongs to the DegT/DnrJ/EryC1 family. 
1347342.BN863_29000	CDF80612.1	251	Belongs to the peptidase S24 family. 
1347342.BN863_29010	CDF80613.1	72	annotation not available
1347342.BN863_29020	CDF80614.1	424	Belongs to the DEAD box helicase family. 
1347342.BN863_29030	CDF80615.1	453	Belongs to the anaerobic coproporphyrinogen-III oxidase family
1347342.BN863_29040	CDF80616.1	797	annotation not available
1347342.BN863_29050	CDF80617.1	253	annotation not available
1347342.BN863_29060	CDF80618.1	382	annotation not available
1347342.BN863_29070	CDF80619.1	251	annotation not available
1347342.BN863_29080	CDF80620.1	135	annotation not available
1347342.BN863_29090	CDF80621.1	315	annotation not available
1347342.BN863_2910	BN863_2910	340	Belongs to the NAD(P)-dependent epimerase/dehydratase family
1347342.BN863_29100	CDF80622.1	379	annotation not available
1347342.BN863_29110	CDF80623.1	331	annotation not available
1347342.BN863_29120	CDF80624.1	466	annotation not available
1347342.BN863_29130	CDF80625.1	339	annotation not available
1347342.BN863_29140	CDF80626.1	266	annotation not available
1347342.BN863_29150	CDF80627.1	330	annotation not available
1347342.BN863_29160	CDF80628.1	386	annotation not available
1347342.BN863_29170	CDF80629.1	416	annotation not available
1347342.BN863_29180	CDF80630.1	421	annotation not available
1347342.BN863_29190	CDF80631.1	234	annotation not available
1347342.BN863_2920	lspA	166	This protein specifically catalyzes the removal of signal peptides from prolipoproteins
1347342.BN863_29200	CDF80632.1	322	annotation not available
1347342.BN863_29210	CDF80633.1	346	annotation not available
1347342.BN863_29220	CDF80634.1	298	annotation not available
1347342.BN863_29230	CDF80635.1	280	annotation not available
1347342.BN863_29240	CDF80636.1	261	annotation not available
1347342.BN863_29250	CDF80637.1	341	annotation not available
1347342.BN863_29260	CDF80638.1	379	annotation not available
1347342.BN863_29270	CDF80639.1	263	annotation not available
1347342.BN863_29280	CDF80640.1	319	annotation not available
1347342.BN863_29290	CDF80641.1	227	annotation not available
1347342.BN863_2930	BN863_2930	298	annotation not available
1347342.BN863_29300	CDF80642.1	420	annotation not available
1347342.BN863_29310	CDF80643.1	286	annotation not available
1347342.BN863_29320	CDF80644.1	340	annotation not available
1347342.BN863_29330	CDF80645.1	463	Belongs to the UDP-glucose/GDP-mannose dehydrogenase family
1347342.BN863_29340	fcl	321	Catalyzes the two-step NADP-dependent conversion of GDP-4- dehydro-6-deoxy-D-mannose to GDP-fucose, involving an epimerase and a reductase reaction
1347342.BN863_29350	gmd	372	Catalyzes the conversion of GDP-D-mannose to GDP-4-dehydro-6- deoxy-D-mannose
1347342.BN863_29360	CDF80648.1	332	annotation not available
1347342.BN863_29370	CDF80649.1	430	Belongs to the UDP-glucose/GDP-mannose dehydrogenase family
1347342.BN863_29380	CDF80650.1	172	annotation not available
1347342.BN863_29390	CDF80651.1	235	Belongs to the MtfA family. 
1347342.BN863_2940	BN863_2940	185	annotation not available
1347342.BN863_29400	CDF80652.1	730	annotation not available
1347342.BN863_29410	CDF80653.1	88	annotation not available
1347342.BN863_29420	CDF80654.1	294	annotation not available
1347342.BN863_29430	CDF80655.1	357	annotation not available
1347342.BN863_29440	CDF80656.1	598	annotation not available
1347342.BN863_29450	CDF80657.1	149	annotation not available
1347342.BN863_29460	ftsZ	668	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity. 
1347342.BN863_29470	ftsA	449	Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring. 
1347342.BN863_29480	ftsQ	240	annotation not available
1347342.BN863_29490	murC	450	Cell wall formation
1347342.BN863_2950	BN863_2950	519	annotation not available
1347342.BN863_29500	murG	365	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)
1347342.BN863_29510	ftsW	398	Belongs to the SEDS family. 
1347342.BN863_29520	murD	443	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA). 
1347342.BN863_29530	mraY	413	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan
1347342.BN863_29540	murE	480	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan. 
1347342.BN863_29550	ftsI	668	annotation not available
1347342.BN863_29560	CDF80668.1	70	annotation not available
1347342.BN863_29570	mraW	298	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
1347342.BN863_29580	mraZ	98	Belongs to the MraZ family
1347342.BN863_29590	CDF80671.1	123	annotation not available
1347342.BN863_2960	BN863_2960	306	annotation not available
1347342.BN863_29600	CDF80672.1	254	annotation not available
1347342.BN863_29610	engB	201	Necessary for normal cell division and for the maintenance of normal septation
1347342.BN863_29620	CDF80674.1	364	annotation not available
1347342.BN863_29630	CDF80675.1	731	Belongs to the peptidase S41A family. 
1347342.BN863_29640	surE	232	Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates
1347342.BN863_29650	CDF80677.1	94	annotation not available
1347342.BN863_29660	CDF80678.1	372	Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell. 
1347342.BN863_29670	CDF80679.1	191	annotation not available
1347342.BN863_29680	CDF80680.1	673	annotation not available
1347342.BN863_29690	CDF80681.1	181	annotation not available
1347342.BN863_2970	BN863_2970	98	annotation not available
1347342.BN863_29700	CDF80682.1	526	annotation not available
1347342.BN863_29710	CDF80683.1	729	annotation not available
1347342.BN863_29720	CDF80684.1	438	Belongs to the HMG-CoA reductase family. 
1347342.BN863_29730	CDF80685.1	301	annotation not available
1347342.BN863_29740	CDF80686.1	707	annotation not available
1347342.BN863_29750	CDF80687.1	429	annotation not available
1347342.BN863_29760	CDF80688.1	62	annotation not available
1347342.BN863_29770	lptC	163	annotation not available
1347342.BN863_29780	CDF80690.1	471	annotation not available
1347342.BN863_29790	CDF80691.1	446	annotation not available
1347342.BN863_2980	thyA	274	Catalyzes the reductive methylation of 2'-deoxyuridine-5'- monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by- product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis. 
1347342.BN863_29800	coaX	243	Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis
1347342.BN863_29810	CDF80693.1	506	annotation not available
1347342.BN863_29820	CDF80694.1	192	annotation not available
1347342.BN863_29830	CDF80695.1	303	annotation not available
1347342.BN863_29840	CDF80696.1	413	annotation not available
1347342.BN863_29850	CDF80697.1	111	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity. 
1347342.BN863_29860	CDF80698.1	351	annotation not available
1347342.BN863_29870	CDF80699.1	225	annotation not available
1347342.BN863_29880	CDF80700.1	270	The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate. 
1347342.BN863_29890	CDF80701.1	300	annotation not available
1347342.BN863_2990	BN863_2990	571	annotation not available
1347342.BN863_29900	CDF80702.1	512	annotation not available
1347342.BN863_29910	CDF80703.1	230	annotation not available
1347342.BN863_29920	CDF80704.1	455	annotation not available
1347342.BN863_29930	CDF80705.1	337	annotation not available
1347342.BN863_29940	CDF80706.1	1259	Belongs to the glycosyl hydrolase 26 family. 
1347342.BN863_29950	CDF80707.1	443	annotation not available
1347342.BN863_29960	CDF80708.1	52	annotation not available
1347342.BN863_29970	CDF80709.1	690	annotation not available
1347342.BN863_29980	CDF80710.1	712	annotation not available
1347342.BN863_29990	CDF80711.1	604	annotation not available
1347342.BN863_30	BN863_30	168	annotation not available
1347342.BN863_300	BN863_300	450	annotation not available
1347342.BN863_3000	BN863_3000	205	annotation not available
1347342.BN863_30000	CDF80712.1	428	annotation not available
1347342.BN863_30010	CDF80713.1	440	annotation not available
1347342.BN863_30020	CDF80714.1	142	annotation not available
1347342.BN863_30030	CDF80715.1	127	annotation not available
1347342.BN863_30040	CDF80716.1	519	annotation not available
1347342.BN863_30050	CDF80717.1	135	annotation not available
1347342.BN863_30060	CDF80718.1	457	annotation not available
1347342.BN863_30070	CDF80719.1	75	annotation not available
1347342.BN863_30080	CDF80720.1	105	annotation not available
1347342.BN863_30090	CDF80721.1	324	annotation not available
1347342.BN863_3010	BN863_3010	320	annotation not available
1347342.BN863_30100	CDF80722.1	312	Belongs to the arginase family. ProRule:PRU00742, ECO:0000256|RuleBase:RU003684,
1347342.BN863_30110	CDF80723.1	466	annotation not available
1347342.BN863_30120	CDF80724.1	288	annotation not available
1347342.BN863_30130	CDF80725.1	301	annotation not available
1347342.BN863_30140	CDF80726.1	309	annotation not available
1347342.BN863_30150	CDF80727.1	364	annotation not available
1347342.BN863_30160	CDF80728.1	178	annotation not available
1347342.BN863_30170	CDF80729.1	410	annotation not available
1347342.BN863_30180	CDF80730.1	229	annotation not available
1347342.BN863_30190	CDF80731.1	291	annotation not available
1347342.BN863_3020	BN863_3020	248	annotation not available
1347342.BN863_30200	CDF80732.1	144	annotation not available
1347342.BN863_30210	CDF80733.1	121	annotation not available
1347342.BN863_30220	CDF80734.1	318	annotation not available
1347342.BN863_30230	CDF80735.1	312	annotation not available
1347342.BN863_30240	CDF80736.1	381	annotation not available
1347342.BN863_30250	CDF80737.1	405	annotation not available
1347342.BN863_30260	CDF80738.1	175	annotation not available
1347342.BN863_30270	selO	523	Catalyzes the transfer of adenosine 5'-monophosphate (AMP) to Ser, Thr or Tyr residues of target proteins (AMPylation). 
1347342.BN863_30280	CDF80740.1	178	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine. 
1347342.BN863_30290	CDF80741.1	152	annotation not available
1347342.BN863_3030	BN863_3030	326	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO2. 
1347342.BN863_30300	CDF80742.1	556	annotation not available
1347342.BN863_30310	CDF80743.1	628	annotation not available
1347342.BN863_30320	CDF80744.1	794	Belongs to the glycosyl hydrolase 31 family. 
1347342.BN863_30330	CDF80745.1	304	annotation not available
1347342.BN863_30340	CDF80746.1	635	Belongs to the glycosyl hydrolase 13 family. 
1347342.BN863_30350	CDF80747.1	764	annotation not available
1347342.BN863_30360	CDF80748.1	218	annotation not available
1347342.BN863_30370	CDF80749.1	460	annotation not available
1347342.BN863_30380	CDF80750.1	346	annotation not available
1347342.BN863_30390	CDF80751.1	970	annotation not available
1347342.BN863_3040	BN863_3040	830	annotation not available
1347342.BN863_30400	CDF80752.1	537	annotation not available
1347342.BN863_30410	CDF80753.1	427	annotation not available
1347342.BN863_30420	CDF80754.1	951	Belongs to the glycosyl hydrolase 13 family. 
1347342.BN863_30430	CDF80755.1	336	annotation not available
1347342.BN863_30440	CDF80756.1	342	annotation not available
1347342.BN863_30450	CDF80757.1	492	annotation not available
1347342.BN863_30460	CDF80758.1	1047	annotation not available
1347342.BN863_30470	CDF80759.1	432	annotation not available
1347342.BN863_30480	CDF80760.1	488	annotation not available
1347342.BN863_30490	CDF80761.1	227	annotation not available
1347342.BN863_3050	ppa	175	Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions
1347342.BN863_30500	CDF80762.1	133	annotation not available
1347342.BN863_30510	CDF80763.1	371	annotation not available
1347342.BN863_30520	CDF80764.1	1110	annotation not available
1347342.BN863_30530	CDF80765.1	854	annotation not available
1347342.BN863_30540	CDF80766.1	295	annotation not available
1347342.BN863_30550	CDF80767.1	252	annotation not available
1347342.BN863_30560	CDF80768.1	827	annotation not available
1347342.BN863_30570	CDF80769.1	277	annotation not available
1347342.BN863_30580	CDF80770.1	436	annotation not available
1347342.BN863_30590	fucI	594	Converts the aldose L-fucose into the corresponding ketose L- fuculose
1347342.BN863_3060	BN863_3060	80	annotation not available
1347342.BN863_30600	CDF80772.1	264	annotation not available
1347342.BN863_30610	CDF80773.1	298	annotation not available
1347342.BN863_30620	CDF80774.1	479	Belongs to the aldehyde dehydrogenase family. 
1347342.BN863_30630	CDF80775.1	432	annotation not available
1347342.BN863_30640	CDF80776.1	245	annotation not available
1347342.BN863_30650	CDF80777.1	457	annotation not available
1347342.BN863_30660	CDF80778.1	197	annotation not available
1347342.BN863_30670	CDF80779.1	403	annotation not available
1347342.BN863_30680	CDF80780.1	192	annotation not available
1347342.BN863_30690	CDF80781.1	403	Belongs to the 'phage' integrase family. 
1347342.BN863_3070	hppA	744	Sodium pump that utilizes the energy of pyrophosphate hydrolysis as the driving force for Na(+) movement across the membrane. 
1347342.BN863_30700	CDF80782.1	407	annotation not available
1347342.BN863_30710	CDF80783.1	592	annotation not available
1347342.BN863_30720	CDF80784.1	277	annotation not available
1347342.BN863_30730	CDF80785.1	436	annotation not available
1347342.BN863_30740	CDF80786.1	257	annotation not available
1347342.BN863_30750	CDF80787.1	354	annotation not available
1347342.BN863_30760	CDF80788.1	329	annotation not available
1347342.BN863_30770	CDF80789.1	170	annotation not available
1347342.BN863_30780	CDF80790.1	509	annotation not available
1347342.BN863_30790	CDF80791.1	590	annotation not available
1347342.BN863_3080	BN863_3080	332	annotation not available
1347342.BN863_30800	CDF80792.1	1124	annotation not available
1347342.BN863_30810	CDF80793.1	305	annotation not available
1347342.BN863_30820	CDF80794.1	187	Belongs to the sigma-70 factor family. ECF subfamily. 
1347342.BN863_30830	CDF80795.1	428	Belongs to the glycosyl hydrolase 5 (cellulase A) family. 
1347342.BN863_30840	CDF80796.1	324	annotation not available
1347342.BN863_30850	CDF80797.1	623	annotation not available
1347342.BN863_30860	CDF80798.1	512	Belongs to the glycosyl hydrolase 5 (cellulase A) family. 
1347342.BN863_30870	CDF80799.1	838	annotation not available
1347342.BN863_30880	CDF80800.1	599	annotation not available
1347342.BN863_30890	CDF80801.1	563	annotation not available
1347342.BN863_3090	BN863_3090	204	annotation not available
1347342.BN863_30900	CDF80802.1	458	annotation not available
1347342.BN863_30910	CDF80803.1	403	Catalyzes the reversible epimerization of cellobiose to 4-O- beta-D-glucopyranosyl-D-mannose (Glc-Man)
1347342.BN863_30920	CDF80804.1	394	Converts 4-O-beta-D-mannopyranosyl-D-glucopyranose (Man-Glc) to mannose 1-phosphate (Man1P) and glucose
1347342.BN863_30930	CDF80805.1	352	Belongs to the glycosyl hydrolase 26 family. 
1347342.BN863_30940	CDF80806.1	645	Belongs to the glycosyl hydrolase 26 family. 
1347342.BN863_30950	CDF80807.1	546	annotation not available
1347342.BN863_30960	CDF80808.1	531	annotation not available
1347342.BN863_30970	CDF80809.1	1030	annotation not available
1347342.BN863_30980	CDF80810.1	290	annotation not available
1347342.BN863_30990	CDF80811.1	529	annotation not available
1347342.BN863_310	BN863_310	921	annotation not available
1347342.BN863_3100	BN863_3100	268	annotation not available
1347342.BN863_31000	CDF80812.1	342	annotation not available
1347342.BN863_31010	CDF80813.1	60	annotation not available
1347342.BN863_31020	CDF80814.1	126	annotation not available
1347342.BN863_31030	CDF80815.1	113	annotation not available
